Index,0 [STRING] [0x0],1 [STRING] [0x4],2 [USHORT] [0x8],3 [UBYTE] [0xC],4 [UBYTE] [0xD],5 [UBYTE] [0xE],6 [UBYTE] [0xF],7 [BBOOL] [0x14],8 [BBOOL] [0x14],9 [BBOOL] [0x14],10 [BBOOL] [0x14],11 [BBOOL] [0x14],12 [BBOOL] [0x14],13 [BBOOL] [0x14],14 [BBOOL] [0x14],15 [UBYTE] [0x10],16 [UBYTE] [0x11],17 [BBOOL] [0x15],18 [USHORT] [0xA],19 [BBOOL] [0x15],20 [BBOOL] [0x15],21 [UBYTE] [0x12],22 [UBYTE] [0x13]
388,"脉冲刺","暴击发动率提高",14807,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,5
389,"枪杆击","智力降低",14808,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
390,"女神的慈悲","产生能够令范围内队员恢复体力的区域",14809,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
391,"幻影弹","所有魔法耐性降低",14810,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
392,"神秘面纱","射程降低",14811,0,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,6
393,"凋零","所有魔法耐性降低",14812,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
394,"精神统一之策","所有魔法耐性提高",14813,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
395,"以太爆发","技能速度降低",14814,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
396,"专心","魔法咏唱不会因受到伤害而被打断",14815,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
397,"协调","回避率大幅提高，并且减轻所受到的伤害",14816,0,1,60,0,true,false,true,false,false,false,false,false,0,0,false,0,false,false,0,0
398,"星极体","身体处于两个次元之间，可以对灵体发动攻击，但造成的伤害有所降低",15562,0,2,61,0,false,false,false,false,false,false,false,false,0,0,false,0,false,true,0,0
399,"生还","从星极体复原回来，很疲惫，受到攻击伤害会变为2倍",15563,0,2,61,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
400,"蓄电","积蓄雷电，对雷属性的耐性降低",17261,8,2,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
401,"抓捕","被抓住，无法行动，体力逐渐减少",15564,0,2,61,0,true,false,true,false,false,false,true,true,0,0,false,0,false,false,2,0
402,"怒发冲冠","受到挑衅愤怒不已，会不停地追赶挑衅者",15565,0,2,61,0,false,false,false,true,false,true,false,false,100,0,false,0,false,false,0,0
403,"伤害提高","攻击所造成的伤害提高",15519,0,1,60,0,false,false,false,false,false,false,false,true,200,0,false,0,false,false,0,0
404,"搬运","搬运货物，经过一定时间之后会由于劳累而掉落货物",16208,0,1,60,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
405,"迷惑","不明情况导致不知如何行动，会随意做出奇怪的举动",15545,0,2,61,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
406,"受伤减轻","受到攻击的伤害减少",17301,8,1,60,0,false,false,false,false,false,false,true,true,30,0,false,0,false,false,0,0
407,"粉尘中毒","吸入了水晶的粉尘，积攒到4档之后会陷入无法战斗状态",17001,4,2,41,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
408,"暴风斩","攻击所造成的伤害降低",10415,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
409,"死斗","无法自由移动，受到伤害也不会解除<br>另外，除特定攻击之外其他所有对自身发动的攻击均无法令体力减少到1以下",10405,0,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
410,"病毒抗体","无法接受新的“病毒”及“心病”",10915,0,1,61,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
411,"原初之魂","减轻所受到的伤害",13203,0,1,60,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
412,"滞空","高度提高",15024,0,1,60,0,false,false,false,false,false,false,true,false,200,0,false,0,false,false,0,0
413,"部队特效：狼印战绩","获得狼印战绩数量更多",16517,0,1,60,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
414,"部队特效：军票提高","获得军票数量更多",16518,0,1,60,0,false,false,false,false,false,false,true,true,0,0,true,0,true,false,0,0
415,"技力持续恢复","技力持续恢复",16203,0,1,60,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
416,"透明","变得透明，不会受到怪物攻击",16209,0,1,60,0,false,false,false,false,false,false,false,false,2,0,false,0,false,true,0,0
417,"护盾","物理防御力及魔法防御力增强",10705,0,1,60,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
418,"物理受伤减轻","受到物理攻击的伤害减少",15052,0,1,60,0,false,false,false,false,false,false,false,true,30,0,false,0,false,false,0,0
419,"神秘面纱","射程降低",14811,0,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,7
420,"猎物","作为猎物被盯上了，靠近其他队员时可以将目标转移过去",15026,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
421,"捕食","被吞了下去无法做出任何行动，体力逐渐减少",15571,0,2,61,0,false,false,true,true,false,false,true,true,10,0,false,0,false,false,3,0
422,"治疗魔法效果降低","发动治疗魔法的治疗量降低",15572,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
423,"噩梦","陷入深度睡眠，无法做出任何行动",15573,0,2,42,123,true,false,true,false,false,false,false,false,200,0,false,0,false,false,0,3
424,"虚无的诅咒","遭到了虚无的诅咒，受到攻击的伤害增加",17341,8,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
425,"虚无的妖气","被虚无的妖气所影响变得非常急躁，对睡眠有抵抗的效果",15574,0,2,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
426,"夜障","张开魔法的屏障，对眩晕有抵抗的效果",15575,0,2,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
427,"减速＋","自动攻击间隔时间与各种技能的复唱时间延长，而且无法解除",17361,0,2,56,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
428,"加速＋","自动攻击间隔时间与各种技能的复唱时间缩短，而且无法解除",17381,16,1,60,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
429,"妖鳞粉","身上沾满了妖鳞粉，散发出吸引阿里奥克的香味，受到攻击的伤害增加",17401,16,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
430,"悲叹","陷入了深深的悲伤之中，受到攻击的伤害增加",15576,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
431,"水属性耐性降低","对抗水属性的耐性有所降低",17421,8,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
432,"水镜飞散","身上覆盖了一层镜面般明亮的水膜，受到治疗魔法治疗时会给对方附加水镜状态",15577,0,2,61,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
433,"水镜","身上覆盖了一层镜面般明亮的水膜，视野被遮挡住了，技能的射程缩短<br>积攒到16档后将会无法发动技能",17441,16,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
434,"完全束缚","被高级咒术夺走了自由，无法做出任何行动",15579,0,2,61,0,true,false,true,false,false,false,true,true,200,0,false,0,false,false,0,0
435,"恶魔之瞳","被恶魔之瞳所石化，无法做出任何行动，并且受到攻击的伤害会有所增加",15578,0,2,61,0,true,false,true,false,false,false,false,false,200,0,false,0,false,false,0,0
436,"荆棘","被荆棘缠住了双脚，移动速度降低，并且体力会逐渐减少<br>但该状态下敌人攻击中的吸引和击退效果会被无效化",15601,0,2,61,0,false,false,false,false,false,false,true,true,150,1,false,0,false,false,0,0
437,"石化的诅咒","身体变成了石头，受到敌人攻击会立刻陷入无法战斗的状态",15586,0,2,47,122,true,false,true,false,false,true,false,false,100,0,false,0,false,false,0,0
438,"缩小","身体变得特别小，发动攻击造成的伤害降低，被攻击时所受到的伤害增加",15581,0,2,61,0,false,false,false,false,true,false,false,false,100,1,false,0,false,false,0,8
439,"蛙变","变成一只青蛙，无法发动任何技能",15580,0,2,61,0,false,false,true,false,true,false,false,false,100,2,false,0,false,false,0,9
440,"缩小","身体变得特别小，发动攻击造成的伤害降低，被攻击时所受到的伤害增加",16211,0,1,60,0,false,false,false,false,true,false,false,false,100,1,false,0,false,false,0,8
441,"蛙变","变成一只青蛙，无法发动任何技能",16210,0,1,60,0,false,false,true,false,true,false,false,false,100,2,false,0,false,false,0,9
442,"减速","自动攻击间隔时间与各种技能的复唱时间延长",15009,0,2,56,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
443,"伤害提高","攻击所造成的伤害提高",17061,16,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
444,"受伤加重","受到攻击的伤害增加",15020,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
445,"荆棘丛生","被荆棘缠住，体力会逐渐减少",15582,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
446,"蜂蜜","身上被涂满了蜂蜜，会变成黄蜂的攻击目标",15583,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
447,"强酸","淋上了强酸，被“酸液云雾”攻击时所受伤害会增加",17021,16,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
448,"蜂群","被蜂群所包围，效果结束时会遭到蜂群的攻击",17461,8,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
449,"蜂刺症","蜂毒在体内积攒，来自蜂群的攻击所造成的伤害会有所增加",17001,8,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
450,"石化无效","不会被石化封锁住行动",15608,0,1,60,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
451,"诅咒之声","受到诅咒之声的影响，身体不受控制，并且会自动发出“石化之声”",15587,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
452,"诅咒之嚎","受到诅咒之嚎的影响，身体不受控制，并且会自动发出“石化之嚎”",15588,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
453,"亚拉戈蛇毒","中了亚拉戈蛇毒，全体小队队员都会逐渐流失体力",15007,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
454,"亚拉戈领域","所受到的伤害会积蓄在一个特殊的魔法领域中，当效果消失或陷入无法战斗状态时，积蓄的伤害量会瞬间爆发出来",15590,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
455,"生命衰弱","生命力变得很虚弱，遭到“生命吸收”攻击时所受的伤害会有所增加",17101,4,2,61,0,false,false,false,false,false,false,false,false,150,0,false,0,false,false,0,0
456,"最大体力减少","最大体力值有所降低",17481,4,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
457,"止步＋","无法自由移动，并且无法解除",15602,0,2,54,124,true,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
458,"凶鸟毒气","受到白银凶鸟毒气的感染，效果结束时会以自己为中心引发爆炸",15517,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
459,"基本思路","遵照基本的思考回路进行行动",15591,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
460,"攻击思路","遵照攻击为主的思考回路进行行动",15592,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
461,"妨碍思路","遵照妨碍为主的思考回路进行行动",15593,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
462,"拘束加速","加速拘束具的束缚功能",15594,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
463,"拘束","被拘束具所束缚，达到9档时会立刻陷入无法战斗状态",17501,16,2,61,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
464,"火角","对火角飞龙的攻击耐性降到最低",15595,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
465,"冰爪","对冰爪飞龙的攻击耐性降到最低",15596,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
466,"雷翼","对雷翼飞龙的攻击耐性降到最低",15597,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
467,"水镜","身上覆盖了一层镜面般明亮的水膜，视野被遮挡住了，技能的射程缩短<br>积攒到16档后将会无法发动技能",17456,0,2,61,0,false,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
468,"虚无夹缝","短时间内陷入“虚无界”，无法对物质界进行任何干涉行为",15585,0,2,61,0,false,false,true,true,false,false,true,true,200,0,true,0,false,false,3,0
469,"绝对权威","所有伤害都无效化！贤王陛下万寿无疆库啵！",15589,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
470,"莫古联合","莫古力们发动了联合攻击，眩晕和沉默都变得无效",15584,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
471,"莫古黑暗过敏症","变得非常讨厌黑暗，被“莫古之暗”攻击所受到的伤害会大幅提高",15598,0,2,60,0,false,false,false,false,false,false,false,false,99,0,false,0,false,false,0,0
472,"莫古光芒过敏症","变得非常讨厌光芒，被“莫古之光”攻击所受到的伤害会大幅提高",15599,0,2,60,0,false,false,false,false,false,false,false,false,99,0,false,0,false,false,0,0
473,"莫古乱乱乱","变得非常讨厌乱糟糟的情况，被“莫古飞天乱”攻击所受到的伤害会大幅提高",15600,0,2,60,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
474,"王室鼓舞","攻击的伤害及技能的治疗量均有所提高<br>谨遵圣旨！贤王万岁！",17541,8,1,60,0,false,false,false,false,false,false,false,false,150,0,false,0,false,false,0,0
475,"非目标","不会被当作猎物了",15027,0,2,61,0,false,false,false,false,false,false,false,false,200,0,true,0,false,false,0,0
476,"朦胧","朦胧之中一切攻击的命中力都有所降低，不过会令“恶魔之瞳”无效，可以使用康复进行治疗",15012,0,2,52,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
477,"水神的披风","反射魔法攻击所造成的伤害",15542,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
478,"水神的面纱","反射远程物理攻击所造成的伤害",13601,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
479,"体力持续恢复","体力会随时间逐渐恢复",17521,16,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
480,"加速＋","自动攻击间隔时间与各种技能的复唱时间缩短，而且无法解除",17381,16,1,60,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
481,"冲刺","移动速度提高",10101,0,1,0,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
482,"麻痹","身体部分机能出现异常，偶尔会无法行动",15006,0,2,46,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
483,"体力增加","体力最大值提高",15075,0,1,60,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
484,"毒墨","被克拉肯喷上了墨汁，移动速度降低，体力逐渐流失",15569,0,2,61,0,false,false,false,false,false,false,false,false,150,1,false,0,false,false,0,0
485,"水毒","水属性持续伤害，体力逐渐流失",17641,16,2,61,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
486,"水牢","被带有魔力的水封锁住行动",15038,0,2,61,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,3,0
487,"冻结","身体被冻结无法行动，体力逐渐流失",17621,16,2,61,127,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
488,"残影","自身受到物理攻击时必定会回避成功1次",11005,0,1,60,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,12
489,"蜂毒","物理攻击所造成的伤害提高",11006,0,1,60,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
490,"蛇毒","物理攻击所造成的伤害提高",11009,0,1,60,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
491,"炫舞刃","斩击耐性降低，自身所受的治疗魔法效果也降低",11001,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
492,"无双旋","体力逐渐减少",11002,0,2,61,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
493,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
494,"一闪","打击耐性与智力有所降低",11004,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
495,"怒斥","技力持续恢复",11008,0,1,60,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
496,"结印","结成手印准备发动忍术",13901,0,1,60,0,false,false,false,false,false,false,false,false,100,0,true,799,false,false,0,13
497,"生杀予夺","下次发动的忍术必定打出暴击",13902,0,1,60,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
498,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
499,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
500,"风遁之术","攻击速度提高",13903,0,1,60,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
501,"土遁之术","产生土属性攻击区域",13904,0,1,60,0,false,false,false,false,false,false,false,false,10,0,true,0,false,false,0,0
502,"重土","移动速度降低",15002,0,2,44,126,false,false,false,false,false,false,false,true,100,1,false,0,false,false,0,0
503,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
504,"拘束","无法做出任何行动",15545,0,2,61,0,false,false,true,true,false,false,true,false,100,0,false,0,false,false,0,0
505,"伤害提高","攻击所造成的伤害提高",17061,16,1,60,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
506,"晕眩","身体失去了平衡，无法自由活动",15039,0,2,43,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
507,"水遁之术","不用隐遁身形也能够发动需要在隐遁状态下发动的技能",13906,0,1,60,0,false,false,false,false,false,false,false,false,100,0,true,0,false,false,0,0
508,"影牙","体力逐渐减少",11012,0,2,61,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
509,"魔炸弹","身上附着有魔科学制作出的炸弹，每隔一段时间会爆炸",15606,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
510,"拘束","无法做出任何行动",15545,0,2,61,0,false,false,true,true,false,false,true,false,100,0,false,0,false,true,3,0
511,"火蛙","变身成蕴藏火焰力量的青蛙，除了“蛙火”这种专用技能之外无法发动任何技能",15607,0,2,61,0,false,false,true,false,true,false,false,false,100,2,false,0,false,false,0,9
512,"导电","身上附着有导电物质，积攒到3档之后会进入避雷状态",17561,2,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
513,"蓄电","身体里积蓄着过量电流的状态，积累得越多，恢复体力的效果越低",17581,3,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
514,"因果","每次发动技能都会受到伤害",15034,0,2,61,0,false,false,false,false,false,false,true,true,99,0,false,0,false,false,0,10
515,"滚雷","变成雷电的发射源，体力会逐渐流失，经过一段时间之后会积累得越来越多，体力流失速度会变快",17601,5,2,61,0,false,false,false,false,false,false,true,true,98,0,false,0,false,false,0,0
516,"混沌","头脑陷入混沌状态，身体不能自由活动，眩晕之后会不由自主地走向拉姆",15605,0,2,43,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
517,"避雷","身上附着有导电物质，可以承受强烈的闪电",15604,0,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
518,"反射","所有魔法攻击都会反射到施法者身上",15035,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
519,"反击","所有物理攻击都会反弹到发动者身上",15036,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
520,"火属性耐性提升","对火属性的耐性有所提高",15028,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
521,"水属性耐性提升","对水属性的耐性有所提高",15033,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
522,"风属性耐性提升","对风属性的耐性有所提高",15030,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
523,"雷属性耐性提升","对雷属性的耐性有所提高",15032,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
524,"土属性耐性提升","对土属性的耐性有所提高",15031,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
525,"冰属性耐性提升","对冰属性的耐性有所提高",15029,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
526,"冰霜之剑","冰霜剑盾在手，体力逐渐恢复，受到伤害降低",15633,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
527,"冰霜之杖","冰霜法杖在手，攻击造成的伤害提高",15634,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
528,"冰霜之弓","冰霜长弓在手，暴击发动率提高",15635,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
529,"无敌","一切攻击都无法造成伤害",15024,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
530,"火伤","火属性持续伤害，体力逐渐流失",17181,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
531,"水毒","水属性持续伤害，体力逐渐流失",17641,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
532,"裂伤","风属性持续伤害，体力逐渐流失",17181,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
533,"感电","雷属性持续伤害，体力逐渐流失",17181,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
534,"污泥","土属性持续伤害，体力逐渐流失",17181,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
535,"冻伤","冰属性持续伤害，体力逐渐流失",17181,16,2,61,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
536,"搭档强化：经验值提高I","搭档获得的经验增加",14101,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
537,"搭档强化：经验值提高II","搭档获得的经验增加",14102,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
538,"搭档强化：攻击力提高I","搭档的攻击力增加",14103,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
539,"搭档强化：攻击力提高II","搭档的攻击力增加",14104,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
540,"搭档强化：魔法治疗力提高I","搭档的魔法治疗力增加",14105,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
541,"搭档强化：魔法治疗力提高II","搭档的魔法治疗力增加",14106,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
542,"搭档强化：最大体力提高I","搭档的最大体力增加",14107,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
543,"搭档强化：最大体力提高II","搭档的最大体力增加",14108,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
544,"搭档强化：仇恨提高I","搭档所吸引的仇恨增加",14109,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
545,"搭档强化：仇恨提高II","搭档所吸引的仇恨增加",14110,0,1,60,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
546,"攻防削弱","攻击所造成的伤害降低，被攻击时所受到的伤害增加",15040,0,2,61,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
547,"制作设施：元件工作","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同。",16108,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
548,"制作设施：精密工作","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是最大制作力会有所降低。",16109,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
549,"制作设施：复杂工作","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是最大制作力会有所降低。",16110,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
550,"制作设施：元件工作II","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同。",16111,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
551,"制作设施：专项工作","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是无法使用其他职业的额外技能。",16112,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,11
552,"制作设施：专项工作II","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是无法使用其他职业的额外技能。",16113,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,11
553,"制作设施：复杂工作II","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是最大制作力会有所降低。",16114,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
554,"制作设施：精密工作II","能够借助制作设施进行制作作业。<br>可以制作特定的配方，配方等级会降至与自身等级相同，但是最大制作力会有所降低。",16115,0,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
555,"对射","对物理攻击发动反击",15036,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
556,"对射","对魔法攻击发动反击",15542,0,1,60,0,false,false,false,false,false,false,true,true,200,0,false,0,false,false,0,0
557,"对射","对物理攻击发动反击",15036,0,1,60,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
558,"对射","对魔法攻击发动反击",15542,0,1,60,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
559,"中毒","毒素会导致体力逐渐减少",15007,0,2,41,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
560,"中毒","毒素会导致体力逐渐减少",17001,8,2,41,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
561,"减速","自动攻击间隔时间与各种技能的复唱时间延长",15009,0,2,56,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
562,"猎物","作为猎物被盯上了",15026,0,2,61,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
563,"受伤加重","受到攻击的伤害增加",17101,8,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
564,"止步","无法自由移动",15003,0,2,54,124,true,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
565,"变身","变成了其他形态，无法发动技能",16214,0,1,60,0,false,false,true,false,true,false,false,false,100,2,false,0,false,false,0,9
566,"伤害提高","攻击所造成的伤害提高",17061,16,1,60,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
567,"流沙","陷入流沙之中，移动速度逐渐降低，身体完全沉下去会陷入无法战斗状态",15631,0,2,0,0,false,false,false,false,false,false,false,false,100,1,false,0,false,false,0,0
568,"捕鱼人之识","察觉到稀有鱼类活动的状态。<br>可以钓到只在特殊条件下出现的鱼类",11701,0,1,60,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
569,"黏液","身上黏黏的，动作迟缓，体力逐渐流失",15609,0,2,61,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
